person_age,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
24.0,3,-0.7939291088209048,2,-0.8049572834995165,11.83,0.27,4.0,0.20603116263570398,1,True,False,False,False,False,False,False,False,False,False
23.0,3,-0.7923250622474741,0,-1.1375085130992124,13.49,0.14,2.0,-2.530147414986755,1,True,False,True,False,False,False,False,False,False,False
22.0,1,-0.3570067173696943,0,2.441376148307039,14.59,0.48,2.0,-0.7853378872275059,1,True,False,False,True,False,False,True,False,False,False
26.0,4,-0.27110940163900493,6,2.441376148307039,9.64,0.43,4.0,1.0586085455180645,1,False,False,False,True,True,False,False,False,False,False
25.0,0,-0.7948616940380157,4,-0.9474792390422433,14.59,0.22,3.0,0.2655133056274966,1,False,False,True,False,False,False,True,False,False,False
22.0,1,-0.7887066316050841,0,-0.7653678514043146,11.01,0.28,3.0,0.24568592463023237,1,False,False,True,False,True,False,False,False,False,False
25.0,0,-0.35527832610064886,3,2.441376148307039,16.35,0.48,3.0,1.2767097364879707,1,False,False,False,True,True,False,False,False,False,False
21.0,3,-0.2543477366701327,0,2.441376148307039,10.99,0.42,2.0,0.305168067622025,1,True,False,False,True,True,False,False,False,False,False
25.0,4,2.3706682635143443,1,2.441376148307039,18.67,0.09,2.0,0.1465490196439114,0,True,False,False,False,False,False,False,False,True,True
26.0,1,2.3693999476190735,5,-1.0424938760707279,9.32,0.01,4.0,0.9594716405317435,0,True,False,False,True,True,False,False,False,False,False
23.0,0,2.3676466874109052,0,-0.32988409835709376,8.63,0.03,2.0,0.2655133056274966,0,False,False,False,True,False,False,False,False,False,False
26.0,1,2.369486988906004,4,2.441376148307039,10.08,0.09,2.0,-0.34913550528769355,0,True,False,False,False,False,False,False,False,True,True
22.0,0,-0.24642697955947132,0,2.441376148307039,11.83,0.41,3.0,1.0784359265153287,1,True,False,False,True,False,False,False,True,False,False
23.0,3,-0.2432810587604174,1,2.441376148307039,7.9,0.41,3.0,0.34482282961655336,1,True,False,False,True,False,False,False,False,False,False
25.0,1,-0.24234847354330655,0,2.441376148307039,5.99,0.41,2.0,-0.8844747922138269,1,True,False,False,True,False,True,False,False,False,False
24.0,1,-0.3294394983518978,2,2.441376148307039,15.33,0.46,2.0,0.38447759161108175,1,True,False,False,True,False,False,False,False,False,False
23.0,3,-0.24269663869102795,0,2.441376148307039,11.83,0.41,4.0,0.503441877594667,1,True,False,False,True,False,False,False,False,True,False
22.0,3,-0.24336810004734774,0,2.441376148307039,10.36,0.41,2.0,0.027584733660326207,1,True,False,False,True,False,False,False,False,True,False
22.0,3,-0.23986157963101098,0,2.441376148307039,12.23,0.41,3.0,-0.19051645730957995,1,False,False,False,True,False,False,False,False,True,False
22.0,0,-0.21241870530882925,0,2.441376148307039,11.11,0.4,4.0,0.047412114657590404,1,False,False,False,True,True,False,False,False,False,False
23.0,1,-0.7854861039886614,0,-0.733696305728153,7.9,0.29,4.0,-2.0146355090578862,1,False,False,True,False,False,False,False,False,False,False
24.0,4,2.2972302862842557,4,2.441376148307039,11.58,0.09,2.0,0.6422335445755163,0,False,False,False,False,True,False,False,False,False,True
23.0,0,2.236786329745912,2,1.8079452347838085,8.9,0.08,3.0,1.3956740224715558,0,True,False,False,False,False,False,False,False,False,False
25.0,0,2.2346724699204605,5,2.441376148307039,16.07,0.1,3.0,-0.9439569352056194,0,False,False,False,False,True,False,False,False,False,True
26.0,1,2.2397581679711047,4,1.649587506403001,14.22,0.08,2.0,-0.7655105062302416,0,False,False,False,False,True,False,False,False,False,False
23.0,1,2.221554104533101,0,4.024953432115115,14.79,0.14,3.0,-0.28965336229590094,0,True,False,False,False,False,False,True,False,False,True
26.0,3,2.2228099859588104,2,0.3827256793565404,7.88,0.05,2.0,-0.13103431431778736,0,True,False,False,False,True,False,False,False,False,True
23.0,3,-0.20917330875328352,0,2.441376148307039,13.22,0.39,2.0,1.2370549744934423,1,True,False,False,True,False,False,False,True,False,False
26.0,2,-0.298353324448203,2,2.441376148307039,11.86,0.44,4.0,1.1379180695071212,1,False,False,False,True,False,False,False,False,False,False
22.0,1,-0.19244894719309574,0,2.441376148307039,13.43,0.39,4.0,-1.1620581261755256,1,True,False,False,True,True,False,False,False,False,False
26.0,3,-0.27931615154958034,0,2.441376148307039,15.28,0.43,2.0,-0.6068914582521281,1,False,False,False,True,False,True,False,False,False,False
23.0,0,-0.28600589617365546,0,2.441376148307039,17.93,0.44,2.0,0.919816878537215,1,True,False,False,True,False,False,False,False,True,False
23.0,3,-0.7883833353964856,2,-1.29586624148002,9.25,0.08,4.0,-0.34913550528769355,0,False,False,False,False,True,False,False,False,False,False
21.0,4,-0.7915168217259781,0,-0.8049572834995165,12.98,0.27,4.0,-0.6267188392493923,1,True,False,True,False,False,False,False,False,True,False
22.0,0,2.1447463860518523,0,1.0161565928797707,10.62,0.06,4.0,-1.102575983183733,0,True,False,False,False,False,False,False,False,True,True
26.0,0,2.1479544791987135,3,1.9663029631646163,11.83,0.09,4.0,-0.8844747922138269,0,False,False,True,False,False,False,False,True,False,True
26.0,1,-0.2700400372567178,8,2.441376148307039,18.43,0.43,2.0,-0.7456831252329774,1,True,False,False,True,False,False,False,False,True,False
22.0,3,-0.1654661482446887,2,2.441376148307039,11.01,0.37,4.0,0.40430497260834597,1,True,False,False,True,True,False,False,False,False,False
24.0,4,-0.17005446751287404,3,2.441376148307039,11.01,0.38,4.0,0.602578782580988,1,False,False,False,True,False,True,False,False,False,False
23.0,1,-0.17060158417357907,0,2.441376148307039,11.36,0.38,3.0,0.40430497260834597,1,True,False,False,True,True,False,False,False,False,False
23.0,0,-0.1629792543323931,2,2.441376148307039,15.65,0.37,3.0,-0.6862009822411849,1,True,False,False,True,True,False,False,False,False,False
24.0,3,-0.1666349883834676,1,2.441376148307039,13.22,0.37,4.0,-0.05172479032873058,1,False,False,False,True,False,False,False,True,False,False
26.0,0,-0.15236021732689098,2,2.441376148307039,12.87,0.37,2.0,0.0870668766521188,1,True,False,False,True,False,False,False,False,False,False
24.0,0,2.0544970059746457,1,1.649587506403001,13.04,0.08,3.0,0.5430966395891953,0,True,False,True,False,False,False,True,False,False,True
23.0,0,1.8498007680535964,0,1.9663029631646163,17.58,0.1,3.0,0.1267216386466472,1,True,False,False,False,True,False,False,False,False,False
23.0,3,-0.776657630600012,0,-0.2902946662618918,17.04,0.43,4.0,-0.13103431431778736,1,True,False,True,False,False,False,False,True,False,False
24.0,0,-0.09588285657865835,3,2.441376148307039,10.99,0.34,3.0,-0.4086176482794861,1,False,False,False,True,False,False,False,True,False,False
24.0,1,-0.09010082823257112,1,2.441376148307039,11.11,0.34,3.0,-0.09137955232325898,1,True,False,False,True,False,False,False,True,False,False
26.0,4,-0.1795419677882817,2,2.441376148307039,14.83,0.38,2.0,-0.8051652682247701,1,False,False,False,True,False,False,False,False,False,False
23.0,3,-0.7779508154344057,1,-0.8841361476899203,11.01,0.23,3.0,-1.0430938401919405,1,True,False,True,False,False,False,False,False,False,False
24.0,1,2.0002205463387948,3,0.3827256793565404,12.69,0.05,2.0,0.027584733660326207,0,True,False,False,True,False,False,True,False,False,False
24.0,0,1.9966642880442118,3,0.3827256793565404,13.49,0.05,2.0,0.8999894975399508,0,True,False,False,False,False,True,False,False,False,False
21.0,3,1.997733652426499,0,1.0161565928797707,14.65,0.07,4.0,-1.499123603129017,0,True,False,False,False,True,False,False,False,False,True
25.0,1,-0.18125792458776563,3,2.441376148307039,16.82,0.38,4.0,0.7810252115563657,1,True,False,False,True,False,True,False,False,False,False
23.0,1,-0.09457723727470317,0,2.441376148307039,12.73,0.34,3.0,-0.38879026728222194,1,True,False,False,True,False,False,False,True,False,False
23.0,3,-0.09564660165699027,3,2.441376148307039,10.25,0.34,4.0,-1.3206771741536392,1,True,False,False,True,False,False,False,True,False,False
21.0,0,-0.09296075623171104,0,2.441376148307039,10.99,0.34,4.0,1.6930847374305187,1,True,False,False,True,True,False,False,False,False,False
25.0,3,-0.05987263272861834,4,2.441376148307039,12.73,0.33,2.0,-2.9465224159293033,1,True,False,False,True,False,False,True,False,False,False
22.0,3,-0.14293488939929072,0,2.441376148307039,14.96,0.36,3.0,0.027584733660326207,1,False,False,False,True,False,True,False,False,False,False
23.0,1,2.0000588982344953,2,2.916449333449462,11.01,0.12,2.0,0.40430497260834597,0,False,False,False,False,True,False,False,False,False,True
21.0,1,1.9987284099914173,0,2.441376148307039,13.99,0.1,2.0,1.316364498482499,0,True,False,False,False,False,False,False,False,False,False
24.0,3,1.9961793437313142,0,2.2830184199262313,7.49,0.1,4.0,0.4637871156001385,0,True,False,False,False,False,False,False,False,True,True
26.0,3,1.998355375904573,3,0.8577988644989631,14.79,0.06,3.0,-0.13103431431778736,0,True,False,False,False,True,False,False,False,False,True
25.0,3,1.9966767225137734,2,0.9369777286893669,11.99,0.06,2.0,0.5232692585919311,0,True,False,False,False,False,False,False,False,False,False
24.0,3,1.997136797887548,4,0.06601022259492521,8.49,0.04,4.0,-0.5672366962575996,0,False,False,False,True,True,False,False,False,False,True
24.0,0,-0.0021642594937994006,1,2.441376148307039,9.91,0.31,2.0,0.0672394956548546,1,True,False,False,True,True,False,False,False,False,False
22.0,4,-0.00019961330308589215,0,2.441376148307039,13.06,0.31,3.0,-1.5586057461208096,1,True,False,False,True,True,False,False,False,False,False
22.0,3,1.9985791963566795,0,-0.09234750578588237,6.17,0.04,4.0,-0.9043021732110911,0,True,False,False,False,False,False,False,False,False,True
144.0,0,2.003254556911795,121,-0.5674206909283052,11.86,0.02,2.0,3.457721646187032,0,True,False,False,False,True,False,False,False,False,False
25.0,1,1.9980445141655359,4,1.332872049641386,16.32,0.07,3.0,1.4948109274578767,0,True,False,False,True,True,False,False,False,False,True
25.0,4,1.9950975448794657,2,0.3827256793565404,10.38,0.05,2.0,0.7215430685645731,0,False,False,False,False,False,False,False,False,True,True
25.0,0,2.000481670199586,2,2.1325785779644644,14.35,0.1,3.0,-1.0827486021864687,0,True,False,False,False,False,False,False,True,False,False
24.0,1,1.9969875842528104,5,1.649587506403001,11.01,0.08,3.0,-0.34913550528769355,0,True,False,False,False,False,False,False,False,False,False
24.0,4,-0.09201573654503872,1,2.441376148307039,11.01,0.34,2.0,-1.5784331271180738,1,False,False,False,True,False,False,False,False,False,False
21.0,4,-0.7748048946353518,0,-1.0424938760707279,11.01,0.17,4.0,0.047412114657590404,1,True,False,True,False,False,True,False,False,False,False
26.0,0,0.011426615736895946,3,2.441376148307039,15.21,0.31,2.0,-2.0146355090578862,1,False,False,False,True,False,False,False,True,False,False
23.0,3,0.006825861999149123,1,2.441376148307039,7.9,0.31,4.0,-0.23017121930410836,1,True,False,False,True,True,False,False,False,False,False
24.0,1,0.01514452213577784,1,2.441376148307039,10.99,0.31,3.0,0.8206799735508941,1,True,False,False,True,False,False,False,False,True,False
24.0,0,0.030115623487797234,0,2.441376148307039,14.09,0.3,3.0,1.098263307512593,1,False,False,False,True,False,False,False,True,False,False
25.0,3,0.0445396081791116,3,2.441376148307039,17.49,0.3,2.0,-0.7060283632384491,1,False,False,False,True,False,False,False,True,False,False
25.0,0,1.9944633869318302,1,0.3827256793565404,11.48,0.05,3.0,0.1465490196439114,0,True,False,False,False,True,False,False,False,False,False
